station,year,month,longitude,latitude,depth,replicate
LK,2015,apr,-81.413,24.538,SUR,A
LK,2015,apr,-81.413,24.538,SUR,B
LK,2015,apr,-81.413,24.538,SUR,C
LK,2015,apr,-81.413,24.538,BOT,A
LK,2015,apr,-81.413,24.538,BOT,B
LK,2015,apr,-81.413,24.538,BOT,C
WS,2015,apr,-81.717,24.478,SUR,A
WS,2015,apr,-81.717,24.478,SUR,B
WS,2015,apr,-81.717,24.478,SUR,C
WS,2015,apr,-81.717,24.478,BOT,A
WS,2015,apr,-81.717,24.478,BOT,B
WS,2015,apr,-81.717,24.478,BOT,C
30,2015,apr,-82.210,25.402,SUR,A
30,2015,apr,-82.210,25.402,SUR,B
30,2015,apr,-82.210,25.402,SUR,C
30,2015,apr,-82.210,25.402,BOT,A
30,2015,apr,-82.210,25.402,BOT,B
30,2015,apr,-82.210,25.402,BOT,C
41,2015,apr,-81.575,25.733,SUR,A
41,2015,apr,-81.575,25.733,SUR,B
41,2015,apr,-81.575,25.733,SUR,C
48,2015,apr,-81.330,25.583,SUR,A
48,2015,apr,-81.330,25.583,SUR,B
48,2015,apr,-81.330,25.583,SUR,C
54,2015,apr,-81.153,25.345,SUR,A
54,2015,apr,-81.153,25.345,SUR,B
54,2015,apr,-81.153,25.345,SUR,C
57,2015,apr,-81.265,25.352,SUR,A
57,2015,apr,-81.265,25.352,SUR,B
57,2015,apr,-81.265,25.352,SUR,C
57.2,2015,apr,-81.490,25.352,SUR,A
57.2,2015,apr,-81.490,25.352,SUR,B
57.2,2015,apr,-81.490,25.352,SUR,C
65,2015,apr,-81.093,25.102,SUR,A
65,2015,apr,-81.093,25.102,SUR,B
65,2015,apr,-81.093,25.102,SUR,C
MR,2015,jun,-80.380,25.010,SUR,A
MR,2015,jun,-80.380,25.010,SUR,B
MR,2015,jun,-80.380,25.010,SUR,C
MR,2015,jun,-80.380,25.010,BOT,A
MR,2015,jun,-80.380,25.010,BOT,B
MR,2015,jun,-80.380,25.010,BOT,C
LK,2015,jun,-81.413,24.538,SUR,A
LK,2015,jun,-81.413,24.538,SUR,B
LK,2015,jun,-81.413,24.538,SUR,C
LK,2015,jun,-81.413,24.538,BOT,A
LK,2015,jun,-81.413,24.538,BOT,B
LK,2015,jun,-81.413,24.538,BOT,C
WS,2015,jun,-81.717,24.478,BOT,A
WS,2015,jun,-81.717,24.478,BOT,B
WS,2015,jun,-81.717,24.478,BOT,C
WS,2015,jun,-81.717,24.478,BOT,A
WS,2015,jun,-81.717,24.478,BOT,B
WS,2015,jun,-81.717,24.478,BOT,C
30,2015,jun,-82.210,25.402,SUR,A
30,2015,jun,-82.210,25.402,SUR,B
30,2015,jun,-82.210,25.402,SUR,C
30,2015,jun,-82.210,25.402,BOT,A
30,2015,jun,-82.210,25.402,BOT,B
30,2015,jun,-82.210,25.402,BOT,C
41,2015,jun,-81.575,25.733,SUR,A
41,2015,jun,-81.575,25.733,SUR,B
41,2015,jun,-81.575,25.733,SUR,C
48,2015,jun,-81.330,25.583,SUR,A
48,2015,jun,-81.330,25.583,SUR,B
48,2015,jun,-81.330,25.583,SUR,C
54,2015,jun,-81.153,25.345,SUR,A
54,2015,jun,-81.153,25.345,SUR,B
54,2015,jun,-81.153,25.345,SUR,C
57,2015,jun,-81.265,25.352,SUR,A
57,2015,jun,-81.265,25.352,SUR,B
57,2015,jun,-81.265,25.352,SUR,C
57.2,2015,jun,-81.490,25.352,SUR,A
57.2,2015,jun,-81.490,25.352,SUR,B
57.2,2015,jun,-81.490,25.352,SUR,C
65,2015,jun,-81.093,25.102,SUR,A
65,2015,jun,-81.093,25.102,SUR,B
65,2015,jun,-81.093,25.102,SUR,C
MR,2015,sep,-80.380,25.010,SUR,A
MR,2015,sep,-80.380,25.010,SUR,B
MR,2015,sep,-80.380,25.010,SUR,C
MR,2015,sep,-80.380,25.010,BOT,A
MR,2015,sep,-80.380,25.010,BOT,B
MR,2015,sep,-80.380,25.010,BOT,C
LK,2015,sep,-81.413,24.538,SUR,A
LK,2015,sep,-81.413,24.538,SUR,B
LK,2015,sep,-81.413,24.538,SUR,C
LK,2015,sep,-81.413,24.538,BOT,A
LK,2015,sep,-81.413,24.538,BOT,B
LK,2015,sep,-81.413,24.538,BOT,C
WS,2015,sep,-81.717,24.478,BOT,A
WS,2015,sep,-81.717,24.478,BOT,B
WS,2015,sep,-81.717,24.478,BOT,C
30,2015,sep,-82.210,25.402,SUR,A
30,2015,sep,-82.210,25.402,SUR,B
30,2015,sep,-82.210,25.402,SUR,C
30,2015,sep,-82.210,25.402,BOT,A
30,2015,sep,-82.210,25.402,BOT,B
30,2015,sep,-82.210,25.402,BOT,C
41,2015,sep,-81.575,25.733,SUR,A
41,2015,sep,-81.575,25.733,SUR,B
41,2015,sep,-81.575,25.733,SUR,C
49,2015,sep,-81.292,25.583,SUR,A
49,2015,sep,-81.292,25.583,SUR,B
49,2015,sep,-81.292,25.583,SUR,C
54,2015,sep,-81.153,25.345,SUR,A
54,2015,sep,-81.153,25.345,SUR,B
54,2015,sep,-81.153,25.345,SUR,C
57,2015,sep,-81.265,25.352,SUR,A
57,2015,sep,-81.265,25.352,SUR,B
57,2015,sep,-81.265,25.352,SUR,C
57.2,2015,sep,-81.490,25.352,SUR,A
57.2,2015,sep,-81.490,25.352,SUR,B
57.2,2015,sep,-81.490,25.352,SUR,C
58,2015,sep,-81.653,25.167,SUR,A
58,2015,sep,-81.653,25.167,SUR,B
58,2015,sep,-81.653,25.167,SUR,C
64,2015,sep,-81.157,25.167,SUR,A
64,2015,sep,-81.157,25.167,SUR,B
64,2015,sep,-81.157,25.167,SUR,C
68,2015,sep,-81.167,24.930,SUR,A
68,2015,sep,-81.167,24.930,SUR,B
68,2015,sep,-81.167,24.930,SUR,C
MR,2015,nov,-80.380,25.010,SUR,A
MR,2015,nov,-80.380,25.010,SUR,B
MR,2015,nov,-80.380,25.010,SUR,C
MR,2015,nov,-80.380,25.010,BOT,A
MR,2015,nov,-80.380,25.010,BOT,B
MR,2015,nov,-80.380,25.010,BOT,C
LK,2015,nov,-81.413,24.538,SUR,A
LK,2015,nov,-81.413,24.538,SUR,B
LK,2015,nov,-81.413,24.538,SUR,C
LK,2015,nov,-81.413,24.538,BOT,A
LK,2015,nov,-81.413,24.538,BOT,B
LK,2015,nov,-81.413,24.538,BOT,C
WS,2015,nov,-81.717,24.478,BOT,A
WS,2015,nov,-81.717,24.478,BOT,B
WS,2015,nov,-81.717,24.478,BOT,C
30,2015,nov,-82.210,25.402,SUR,A
30,2015,nov,-82.210,25.402,SUR,B
30,2015,nov,-82.210,25.402,SUR,C
30,2015,nov,-82.210,25.402,BOT,A
30,2015,nov,-82.210,25.402,BOT,B
30,2015,nov,-82.210,25.402,BOT,C
41,2015,nov,-81.575,25.733,SUR,A
41,2015,nov,-81.575,25.733,SUR,B
41,2015,nov,-81.575,25.733,SUR,C
49,2015,nov,-81.292,25.583,SUR,A
49,2015,nov,-81.292,25.583,SUR,B
49,2015,nov,-81.292,25.583,SUR,C
54,2015,nov,-81.153,25.345,SUR,A
54,2015,nov,-81.153,25.345,SUR,B
54,2015,nov,-81.153,25.345,SUR,C
57,2015,nov,-81.265,25.352,SUR,A
57,2015,nov,-81.265,25.352,SUR,B
57,2015,nov,-81.265,25.352,SUR,C
57.2,2015,nov,-81.490,25.352,SUR,A
57.2,2015,nov,-81.490,25.352,SUR,B
57.2,2015,nov,-81.490,25.352,SUR,C
58,2015,nov,-81.653,25.167,SUR,A
58,2015,nov,-81.653,25.167,SUR,B
58,2015,nov,-81.653,25.167,SUR,C
64,2015,nov,-81.157,25.167,SUR,A
64,2015,nov,-81.157,25.167,SUR,B
64,2015,nov,-81.157,25.167,SUR,C
68,2015,nov,-81.167,24.930,SUR,A
68,2015,nov,-81.167,24.930,SUR,B
68,2015,nov,-81.167,24.930,SUR,C
MR,2016,jan,-80.380,25.010,SUR,A
MR,2016,jan,-80.380,25.010,SUR,B
MR,2016,jan,-80.380,25.010,SUR,C
MR,2016,jan,-80.380,25.010,BOT,A
MR,2016,jan,-80.380,25.010,BOT,B
MR,2016,jan,-80.380,25.010,BOT,C
LK,2016,jan,-81.413,24.538,SUR,A
LK,2016,jan,-81.413,24.538,SUR,B
LK,2016,jan,-81.413,24.538,SUR,C
LK,2016,jan,-81.413,24.538,BOT,A
LK,2016,jan,-81.413,24.538,BOT,B
LK,2016,jan,-81.413,24.538,BOT,C
WS,2016,jan,-81.717,24.478,SUR,A
WS,2016,jan,-81.717,24.478,BOT,A
WS,2016,jan,-81.717,24.478,BOT,B
WS,2016,jan,-81.717,24.478,BOT,C
30,2016,jan,-82.210,25.402,BOT,A
30,2016,jan,-82.210,25.402,BOT,B
30,2016,jan,-82.210,25.402,BOT,C
41,2016,jan,-81.575,25.733,SUR,A
41,2016,jan,-81.575,25.733,SUR,B
41,2016,jan,-81.575,25.733,SUR,C
49,2016,jan,-81.292,25.583,SUR,A
49,2016,jan,-81.292,25.583,SUR,B
49,2016,jan,-81.292,25.583,SUR,C
54,2016,jan,-81.153,25.345,SUR,A
54,2016,jan,-81.153,25.345,SUR,B
54,2016,jan,-81.153,25.345,SUR,C
57,2016,jan,-81.265,25.352,SUR,A
57,2016,jan,-81.265,25.352,SUR,B
57,2016,jan,-81.265,25.352,SUR,C
57.2,2016,jan,-81.490,25.352,SUR,A
57.2,2016,jan,-81.490,25.352,SUR,B
57.2,2016,jan,-81.490,25.352,SUR,C
58,2016,jan,-81.653,25.167,SUR,A
58,2016,jan,-81.653,25.167,SUR,B
58,2016,jan,-81.653,25.167,SUR,C
64,2016,jan,-81.157,25.167,SUR,A
64,2016,jan,-81.157,25.167,SUR,B
64,2016,jan,-81.157,25.167,SUR,C
68,2016,jan,-81.167,24.930,SUR,A
68,2016,jan,-81.167,24.930,SUR,B
68,2016,jan,-81.167,24.930,SUR,C
2,2016,may,-80.105,25.642,SUR,A
2,2016,may,-80.105,25.642,SUR,B
2,2016,may,-80.105,25.642,SUR,C
10,2016,may,-80.860,24.788,SUR,A
10,2016,may,-80.860,24.788,SUR,B
10,2016,may,-80.860,24.788,SUR,C
30,2016,may,-82.210,25.402,SUR,A
30,2016,may,-82.210,25.402,SUR,B
30,2016,may,-82.210,25.402,SUR,C
30,2016,may,-82.210,25.402,BOT,A
30,2016,may,-82.210,25.402,BOT,B
30,2016,may,-82.210,25.402,BOT,C
31,2016,may,-81.943,25.742,SUR,A
31,2016,may,-81.943,25.742,SUR,B
31,2016,may,-81.943,25.742,SUR,C
32,2016,may,-81.833,25.873,SUR,A
32,2016,may,-81.833,25.873,SUR,B
32,2016,may,-81.833,25.873,SUR,C
41,2016,may,-81.575,25.733,SUR,A
41,2016,may,-81.575,25.733,SUR,B
41,2016,may,-81.575,25.733,SUR,C
45,2016,may,-81.471,25.584,SUR,A
45,2016,may,-81.471,25.584,SUR,B
45,2016,may,-81.471,25.584,SUR,C
49,2016,may,-81.292,25.583,SUR,A
49,2016,may,-81.292,25.583,SUR,B
49,2016,may,-81.292,25.583,SUR,C
51,2016,may,-81.308,25.453,SUR,A
51,2016,may,-81.308,25.453,SUR,B
51,2016,may,-81.308,25.453,SUR,C
53,2016,may,-81.225,25.453,SUR,A
53,2016,may,-81.225,25.453,SUR,B
53,2016,may,-81.225,25.453,SUR,C
55,2016,may,-81.193,25.350,SUR,A
55,2016,may,-81.193,25.350,SUR,B
55,2016,may,-81.193,25.350,SUR,C
58,2016,may,-81.653,25.167,SUR,B
58,2016,may,-81.653,25.167,SUR,C
58,2016,may,-81.653,25.167,SUR,A
62,2016,may,-81.235,25.167,SUR,B
62,2016,may,-81.235,25.167,SUR,C
62,2016,may,-81.235,25.167,SUR,A
65,2016,may,-81.093,25.102,SUR,B
65,2016,may,-81.093,25.102,SUR,C
65,2016,may,-81.093,25.102,SUR,A
MR,2016,jul,-80.380,25.010,BOT,A
MR,2016,jul,-80.380,25.010,BOT,B
MR,2016,jul,-80.380,25.010,BOT,C
MR,2016,jul,-80.380,25.010,SUR,A
MR,2016,jul,-80.380,25.010,SUR,B
MR,2016,jul,-80.380,25.010,SUR,C
LK,2016,jul,-81.413,24.538,BOT,A
LK,2016,jul,-81.413,24.538,BOT,B
LK,2016,jul,-81.413,24.538,BOT,C
LK,2016,jul,-81.413,24.538,SUR,A
LK,2016,jul,-81.413,24.538,SUR,B
LK,2016,jul,-81.413,24.538,SUR,C
WS,2016,jul,-81.717,24.478,BOT,A
WS,2016,jul,-81.717,24.478,BOT,B
WS,2016,jul,-81.717,24.478,BOT,C
30,2016,jul,-82.210,25.402,BOT,A
30,2016,jul,-82.210,25.402,BOT,B
30,2016,jul,-82.210,25.402,BOT,C
30,2016,jul,-82.210,25.402,SUR,A
30,2016,jul,-82.210,25.402,SUR,B
30,2016,jul,-82.210,25.402,SUR,C
33,2016,jul,-81.800,25.912,SUR,A
33,2016,jul,-81.800,25.912,SUR,B
33,2016,jul,-81.800,25.912,SUR,C
41,2016,jul,-81.575,25.733,SUR,A
41,2016,jul,-81.575,25.733,SUR,B
41,2016,jul,-81.575,25.733,SUR,C
49,2016,jul,-81.292,25.583,SUR,A
49,2016,jul,-81.292,25.583,SUR,B
49,2016,jul,-81.292,25.583,SUR,C
54,2016,jul,-81.153,25.345,SUR,A
54,2016,jul,-81.153,25.345,SUR,B
54,2016,jul,-81.153,25.345,SUR,C
57.2,2016,jul,-81.490,25.352,SUR,A
57.2,2016,jul,-81.490,25.352,SUR,B
57.2,2016,jul,-81.490,25.352,SUR,C
57.3,2016,jul,-81.653,25.352,SUR,A
57.3,2016,jul,-81.653,25.352,SUR,B
57.3,2016,jul,-81.653,25.352,SUR,C
58,2016,jul,-81.653,25.167,SUR,A
58,2016,jul,-81.653,25.167,SUR,B
58,2016,jul,-81.653,25.167,SUR,C
64,2016,jul,-81.157,25.167,SUR,A
64,2016,jul,-81.157,25.167,SUR,B
64,2016,jul,-81.157,25.167,SUR,C
68,2016,jul,-81.167,24.930,SUR,A
68,2016,jul,-81.167,24.930,SUR,B
68,2016,jul,-81.167,24.930,SUR,C
2,2016,sep,-80.105,25.642,SUR,A
2,2016,sep,-80.105,25.642,SUR,B
2,2016,sep,-80.105,25.642,SUR,C
7,2016,sep,-80.757,24.821,SUR,A
7,2016,sep,-80.757,24.821,SUR,B
7,2016,sep,-80.757,24.821,SUR,C
10,2016,sep,-80.860,24.788,SUR,A
10,2016,sep,-80.860,24.788,SUR,B
10,2016,sep,-80.860,24.788,SUR,C
30,2016,sep,-82.210,25.402,SUR,A
30,2016,sep,-82.210,25.402,SUR,B
31,2016,sep,-81.943,25.742,SUR,A
31,2016,sep,-81.943,25.742,SUR,B
31,2016,sep,-81.943,25.742,SUR,C
33,2016,sep,-81.800,25.912,SUR,A
33,2016,sep,-81.800,25.912,SUR,B
33,2016,sep,-81.800,25.912,SUR,C
41,2016,sep,-81.575,25.733,SUR,A
41,2016,sep,-81.575,25.733,SUR,B
41,2016,sep,-81.575,25.733,SUR,C
45,2016,sep,-81.471,25.584,SUR,A
45,2016,sep,-81.471,25.584,SUR,B
45,2016,sep,-81.471,25.584,SUR,C
49,2016,sep,-81.292,25.583,SUR,A
49,2016,sep,-81.292,25.583,SUR,B
49,2016,sep,-81.292,25.583,SUR,C
51,2016,sep,-81.308,25.453,SUR,A
51,2016,sep,-81.308,25.453,SUR,B
51,2016,sep,-81.308,25.453,SUR,C
55,2016,sep,-81.193,25.350,SUR,A
55,2016,sep,-81.193,25.350,SUR,B
55,2016,sep,-81.193,25.350,SUR,C
57.2,2016,sep,-81.490,25.352,SUR,A
57.2,2016,sep,-81.490,25.352,SUR,B
57.2,2016,sep,-81.490,25.352,SUR,C
58,2016,sep,-81.653,25.167,SUR,A
58,2016,sep,-81.653,25.167,SUR,B
58,2016,sep,-81.653,25.167,SUR,C
62,2016,sep,-81.235,25.167,SUR,A
62,2016,sep,-81.235,25.167,SUR,B
62,2016,sep,-81.235,25.167,SUR,C
68,2016,sep,-81.167,24.930,SUR,A
68,2016,sep,-81.167,24.930,SUR,B
68,2016,sep,-81.167,24.930,SUR,C
2,2016,nov,-80.105,25.642,SUR,A
2,2016,nov,-80.105,25.642,SUR,B
2,2016,nov,-80.105,25.642,SUR,C
MR,2016,nov,-80.380,25.010,SUR,A
MR,2016,nov,-80.380,25.010,SUR,B
MR,2016,nov,-80.380,25.010,SUR,C
MR,2016,nov,-80.380,25.010,BOT,A
MR,2016,nov,-80.380,25.010,BOT,B
MR,2016,nov,-80.380,25.010,BOT,C
7,2016,nov,-80.757,24.821,SUR,A
7,2016,nov,-80.757,24.821,SUR,B
7,2016,nov,-80.757,24.821,SUR,C
10,2016,nov,-80.860,24.788,SUR,A
10,2016,nov,-80.860,24.788,SUR,B
10,2016,nov,-80.860,24.788,SUR,C
LK,2016,nov,-81.413,24.538,SUR,A
LK,2016,nov,-81.413,24.538,SUR,B
LK,2016,nov,-81.413,24.538,SUR,C
LK,2016,nov,-81.413,24.538,BOT,A
LK,2016,nov,-81.413,24.538,BOT,B
LK,2016,nov,-81.413,24.538,BOT,C
68,2016,nov,-81.167,24.930,SUR,A
68,2016,nov,-81.167,24.930,SUR,B
68,2016,nov,-81.167,24.930,SUR,C
65,2016,nov,-81.093,25.102,SUR,A
65,2016,nov,-81.093,25.102,SUR,B
65,2016,nov,-81.093,25.102,SUR,C
64,2016,nov,-81.157,25.167,SUR,A
64,2016,nov,-81.157,25.167,SUR,B
64,2016,nov,-81.157,25.167,SUR,C
62,2016,nov,-81.235,25.167,SUR,A
62,2016,nov,-81.235,25.167,SUR,B
62,2016,nov,-81.235,25.167,SUR,C
58,2016,nov,-81.653,25.167,SUR,A
58,2016,nov,-81.653,25.167,SUR,B
58,2016,nov,-81.653,25.167,SUR,C
57.3,2016,nov,-81.653,25.352,SUR,A
57.3,2016,nov,-81.653,25.352,SUR,B
57.3,2016,nov,-81.653,25.352,SUR,C
57.2,2016,nov,-81.490,25.352,SUR,A
57.2,2016,nov,-81.490,25.352,SUR,B
57.2,2016,nov,-81.490,25.352,SUR,C
57,2016,nov,-81.265,25.352,SUR,A
57,2016,nov,-81.265,25.352,SUR,B
57,2016,nov,-81.265,25.352,SUR,C
55,2016,nov,-81.193,25.350,SUR,A
55,2016,nov,-81.193,25.350,SUR,B
55,2016,nov,-81.193,25.350,SUR,C
54,2016,nov,-81.153,25.345,SUR,A
54,2016,nov,-81.153,25.345,SUR,B
54,2016,nov,-81.153,25.345,SUR,C
51,2016,nov,-81.308,25.453,SUR,A
51,2016,nov,-81.308,25.453,SUR,B
51,2016,nov,-81.308,25.453,SUR,C
49,2016,nov,-81.292,25.583,SUR,A
49,2016,nov,-81.292,25.583,SUR,B
49,2016,nov,-81.292,25.583,SUR,C
45,2016,nov,-81.471,25.584,SUR,A
45,2016,nov,-81.471,25.584,SUR,B
45,2016,nov,-81.471,25.584,SUR,C
41,2016,nov,-81.575,25.733,SUR,A
41,2016,nov,-81.575,25.733,SUR,B
41,2016,nov,-81.575,25.733,SUR,C
33,2016,nov,-81.800,25.912,SUR,A
33,2016,nov,-81.800,25.912,SUR,B
33,2016,nov,-81.800,25.912,SUR,C
31,2016,nov,-81.943,25.742,SUR,A
31,2016,nov,-81.943,25.742,SUR,B
31,2016,nov,-81.943,25.742,SUR,C
31,2016,nov,-81.943,25.742,BOT,A
31,2016,nov,-81.943,25.742,BOT,B
31,2016,nov,-81.943,25.742,BOT,C
30,2016,nov,-82.210,25.402,SUR,A
30,2016,nov,-82.210,25.402,SUR,B
30,2016,nov,-82.210,25.402,SUR,C
30,2016,nov,-82.210,25.402,BOT,A
30,2016,nov,-82.210,25.402,BOT,B
30,2016,nov,-82.210,25.402,BOT,C
2,2017,jan,-80.105,25.642,SUR,A
2,2017,jan,-80.105,25.642,SUR,B
2,2017,jan,-80.105,25.642,SUR,C
MR,2017,jan,-80.380,25.010,SUR,A
MR,2017,jan,-80.380,25.010,SUR,B
MR,2017,jan,-80.380,25.010,SUR,C
MR,2017,jan,-80.380,25.010,BOT,A
MR,2017,jan,-80.380,25.010,BOT,B
MR,2017,jan,-80.380,25.010,BOT,C
7,2017,jan,-80.757,24.821,SUR,A
7,2017,jan,-80.757,24.821,SUR,B
7,2017,jan,-80.757,24.821,SUR,C
10,2017,jan,-80.860,24.788,SUR,A
10,2017,jan,-80.860,24.788,SUR,B
10,2017,jan,-80.860,24.788,SUR,C
LK,2017,jan,-81.413,24.538,SUR,A
LK,2017,jan,-81.413,24.538,SUR,B
LK,2017,jan,-81.413,24.538,SUR,C
LK,2017,jan,-81.413,24.538,BOT,A
LK,2017,jan,-81.413,24.538,BOT,B
LK,2017,jan,-81.413,24.538,BOT,C
WS,2017,jan,-81.717,24.478,SUR,A
WS,2017,jan,-81.717,24.478,SUR,B
WS,2017,jan,-81.717,24.478,SUR,C
WS,2017,jan,-81.717,24.478,BOT,A
WS,2017,jan,-81.717,24.478,BOT,B
WS,2017,jan,-81.717,24.478,BOT,C
68,2017,jan,-81.167,24.930,SUR,A
68,2017,jan,-81.167,24.930,SUR,B
68,2017,jan,-81.167,24.930,SUR,C
65,2017,jan,-81.093,25.102,SUR,A
65,2017,jan,-81.093,25.102,SUR,B
65,2017,jan,-81.093,25.102,SUR,C
62,2017,jan,-81.235,25.167,SUR,A
62,2017,jan,-81.235,25.167,SUR,B
62,2017,jan,-81.235,25.167,SUR,C
58,2017,jan,-81.653,25.167,SUR,A
58,2017,jan,-81.653,25.167,SUR,B
58,2017,jan,-81.653,25.167,SUR,C
57.3,2017,jan,-81.653,25.352,SUR,A
57.3,2017,jan,-81.653,25.352,SUR,B
57.3,2017,jan,-81.653,25.352,SUR,C
57.2,2017,jan,-81.490,25.352,SUR,A
57.2,2017,jan,-81.490,25.352,SUR,B
57.2,2017,jan,-81.490,25.352,SUR,C
57,2017,jan,-81.265,25.352,SUR,A
57,2017,jan,-81.265,25.352,SUR,B
57,2017,jan,-81.265,25.352,SUR,C
55,2017,jan,-81.193,25.350,SUR,A
55,2017,jan,-81.193,25.350,SUR,B
55,2017,jan,-81.193,25.350,SUR,C
54,2017,jan,-81.153,25.345,SUR,A
54,2017,jan,-81.153,25.345,SUR,B
54,2017,jan,-81.153,25.345,SUR,C
51,2017,jan,-81.308,25.453,SUR,A
51,2017,jan,-81.308,25.453,SUR,B
51,2017,jan,-81.308,25.453,SUR,C
49,2017,jan,-81.292,25.583,SUR,A
49,2017,jan,-81.292,25.583,SUR,B
49,2017,jan,-81.292,25.583,SUR,C
45,2017,jan,-81.471,25.584,SUR,A
45,2017,jan,-81.471,25.584,SUR,B
45,2017,jan,-81.471,25.584,SUR,C
41,2017,jan,-81.575,25.733,SUR,A
41,2017,jan,-81.575,25.733,SUR,B
41,2017,jan,-81.575,25.733,SUR,C
33,2017,jan,-81.800,25.912,SUR,A
33,2017,jan,-81.800,25.912,SUR,B
33,2017,jan,-81.800,25.912,SUR,C
31,2017,jan,-81.943,25.742,SUR,A
31,2017,jan,-81.943,25.742,SUR,B
31,2017,jan,-81.943,25.742,SUR,C
31,2017,jan,-81.943,25.742,BOT,A
31,2017,jan,-81.943,25.742,BOT,B
31,2017,jan,-81.943,25.742,BOT,C
30,2017,jan,-82.210,25.402,SUR,A
30,2017,jan,-82.210,25.402,SUR,B
30,2017,jan,-82.210,25.402,SUR,C
30,2017,jan,-82.210,25.402,BOT,A
30,2017,jan,-82.210,25.402,BOT,B
30,2017,jan,-82.210,25.402,BOT,C
3,2017,mar,-80.083,25.645,SUR,A
