station,year,month,longitude,latitude,depth,replicate
3,2017,mar,-80.083,25.645,SUR,B
3,2017,mar,-80.083,25.645,SUR,C
MR,2017,mar,-80.380,25.010,SUR,A
MR,2017,mar,-80.380,25.010,SUR,B
MR,2017,mar,-80.380,25.010,SUR,C
MR,2017,mar,-80.380,25.010,BOT,A
MR,2017,mar,-80.380,25.010,BOT,B
MR,2017,mar,-80.380,25.010,BOT,C
7,2017,mar,-80.757,24.821,SUR,A
7,2017,mar,-80.757,24.821,SUR,B
7,2017,mar,-80.757,24.821,SUR,C
10,2017,mar,-80.860,24.788,SUR,A
10,2017,mar,-80.860,24.788,SUR,B
10,2017,mar,-80.860,24.788,SUR,C
LK,2017,mar,-81.413,24.538,SUR,A
LK,2017,mar,-81.413,24.538,SUR,B
LK,2017,mar,-81.413,24.538,SUR,C
LK,2017,mar,-81.413,24.538,BOT,A
LK,2017,mar,-81.413,24.538,BOT,B
LK,2017,mar,-81.413,24.538,BOT,C
WS,2017,mar,-81.717,24.478,SUR,A
WS,2017,mar,-81.717,24.478,SUR,B
WS,2017,mar,-81.717,24.478,SUR,C
WS,2017,mar,-81.717,24.478,BOT,A
WS,2017,mar,-81.717,24.478,BOT,B
WS,2017,mar,-81.717,24.478,BOT,C
68,2017,mar,-81.167,24.930,SUR,A
68,2017,mar,-81.167,24.930,SUR,B
68,2017,mar,-81.167,24.930,SUR,C
65,2017,mar,-81.093,25.102,SUR,A
65,2017,mar,-81.093,25.102,SUR,B
65,2017,mar,-81.093,25.102,SUR,C
64,2017,mar,-81.157,25.167,SUR,A
64,2017,mar,-81.157,25.167,SUR,B
64,2017,mar,-81.157,25.167,SUR,C
62,2017,mar,-81.235,25.167,SUR,A
62,2017,mar,-81.235,25.167,SUR,B
62,2017,mar,-81.235,25.167,SUR,C
58,2017,mar,-81.653,25.167,SUR,A
58,2017,mar,-81.653,25.167,SUR,B
58,2017,mar,-81.653,25.167,SUR,C
57.3,2017,mar,-81.653,25.352,SUR,A
57.3,2017,mar,-81.653,25.352,SUR,B
57.3,2017,mar,-81.653,25.352,SUR,C
57.2,2017,mar,-81.490,25.352,SUR,A
57.2,2017,mar,-81.490,25.352,SUR,B
57.2,2017,mar,-81.490,25.352,SUR,C
57,2017,mar,-81.265,25.352,SUR,A
57,2017,mar,-81.265,25.352,SUR,B
57,2017,mar,-81.265,25.352,SUR,C
55,2017,mar,-81.193,25.350,SUR,A
55,2017,mar,-81.193,25.350,SUR,B
55,2017,mar,-81.193,25.350,SUR,C
54,2017,mar,-81.153,25.345,SUR,A
54,2017,mar,-81.153,25.345,SUR,B
54,2017,mar,-81.153,25.345,SUR,C
51,2017,mar,-81.308,25.453,SUR,A
51,2017,mar,-81.308,25.453,SUR,B
51,2017,mar,-81.308,25.453,SUR,C
49,2017,mar,-81.292,25.583,SUR,A
49,2017,mar,-81.292,25.583,SUR,B
49,2017,mar,-81.292,25.583,SUR,C
45,2017,mar,-81.471,25.584,SUR,A
45,2017,mar,-81.471,25.584,SUR,B
45,2017,mar,-81.471,25.584,SUR,C
41,2017,mar,-81.575,25.733,SUR,A
41,2017,mar,-81.575,25.733,SUR,B
41,2017,mar,-81.575,25.733,SUR,C
33,2017,mar,-81.800,25.912,SUR,A
33,2017,mar,-81.800,25.912,SUR,B
33,2017,mar,-81.800,25.912,SUR,C
31,2017,mar,-81.943,25.742,SUR,A
31,2017,mar,-81.943,25.742,SUR,B
31,2017,mar,-81.943,25.742,SUR,C
30,2017,mar,-82.210,25.402,SUR,A
30,2017,mar,-82.210,25.402,SUR,B
30,2017,mar,-82.210,25.402,SUR,C
30,2017,mar,-82.210,25.402,BOT,A
30,2017,mar,-82.210,25.402,BOT,B
30,2017,mar,-82.210,25.402,BOT,C
MR,2018,oct,-80.380,25.010,2,A
MR,2018,oct,-80.380,25.010,2,B
MR,2018,oct,-80.380,25.010,2,C
MR,2018,oct,-80.380,25.010,31,A
MR,2018,oct,-80.380,25.010,31,B
MR,2018,oct,-80.380,25.010,31,C
WS,2018,oct,-81.717,24.478,2,A
WS,2018,oct,-81.717,24.478,2,B
WS,2018,oct,-81.717,24.478,2,C
WS,2018,oct,-81.717,24.478,21,A
WS,2018,oct,-81.717,24.478,21,B
WS,2018,oct,-81.717,24.478,21,C
24,2018,oct,-81.828,24.537,2,A
24,2018,oct,-81.828,24.537,2,B
24,2018,oct,-81.828,24.537,2,C
24,2018,oct,-81.828,24.537,28,A
24,2018,oct,-81.828,24.537,28,B
24,2018,oct,-81.828,24.537,28,C
kw2,2018,oct,-81.917,24.728,2,A
kw2,2018,oct,-81.917,24.728,2,B
kw2,2018,oct,-81.917,24.728,2,C
kw2,2018,oct,-81.917,24.728,12,A
kw2,2018,oct,-81.917,24.728,12,B
kw2,2018,oct,-81.917,24.728,12,C
Z04-068,2018,oct,-82.318,26.424,2,A
Z04-068,2018,oct,-82.318,26.424,2,B
Z04-068,2018,oct,-82.318,26.424,2,C
Z04-068,2018,oct,-82.318,26.424,7,A
Z04-068,2018,oct,-82.318,26.424,7,B
Z04-068,2018,oct,-82.318,26.424,7,C
Z04-068,2018,oct,-82.318,26.424,10,A
Z04-068,2018,oct,-82.318,26.424,10,B
Z04-068,2018,oct,-82.318,26.424,10,C
RP2,2018,oct,-82.266,26.552,2,A
RP2,2018,oct,-82.266,26.552,2,B
RP2,2018,oct,-82.266,26.552,2,C
RP2,2018,oct,-82.266,26.552,8,A
RP2,2018,oct,-82.266,26.552,8,B
RP2,2018,oct,-82.266,26.552,8,C
RP3,2018,oct,-82.332,26.550,2,A
RP3,2018,oct,-82.332,26.550,2,B
RP3,2018,oct,-82.332,26.550,2,C
RP3,2018,oct,-82.332,26.550,10,A
RP3,2018,oct,-82.332,26.550,10,B
RP3,2018,oct,-82.332,26.550,10,C
RP3,2018,oct,-82.332,26.550,15,A
RP3,2018,oct,-82.332,26.550,15,B
RP3,2018,oct,-82.332,26.550,15,C
RP4,2018,oct,-82.497,26.577,2,A
RP4,2018,oct,-82.497,26.577,2,B
RP4,2018,oct,-82.497,26.577,2,C
RP4,2018,oct,-82.497,26.577,10,A
RP4,2018,oct,-82.497,26.577,10,B
RP4,2018,oct,-82.497,26.577,10,C
RP4,2018,oct,-82.497,26.577,15,A
RP4,2018,oct,-82.497,26.577,15,B
RP4,2018,oct,-82.497,26.577,15,C
GP5,2018,oct,-82.696,26.596,2,A
GP5,2018,oct,-82.696,26.596,2,B
GP5,2018,oct,-82.696,26.596,2,C
GP5,2018,oct,-82.696,26.596,18,A
GP5,2018,oct,-82.696,26.596,18,B
GP5,2018,oct,-82.696,26.596,18,C
TB5,2018,oct,-83.300,27.617,2,A
TB5,2018,oct,-83.300,27.617,2,B
TB5,2018,oct,-83.300,27.617,2,C
TB5,2018,oct,-83.300,27.617,30,A
TB5,2018,oct,-83.300,27.617,30,B
TB5,2018,oct,-83.300,27.617,30,C
TB2,2018,oct,-82.928,27.740,2,A
TB2,2018,oct,-82.928,27.740,2,B
TB2,2018,oct,-82.928,27.740,2,C
TB2,2018,oct,-82.928,27.740,8,A
TB2,2018,oct,-82.928,27.740,8,B
TB2,2018,oct,-82.928,27.740,8,C
TB1,2018,oct,-82.882,27.801,2,A
TB1,2018,oct,-82.882,27.801,2,B
TB1,2018,oct,-82.882,27.801,2,C
TB1,2018,oct,-82.882,27.801,6,A
TB1,2018,oct,-82.882,27.801,6,B
TB1,2018,oct,-82.882,27.801,6,C
TB6,2018,oct,-82.856,27.839,2,A
TB6,2018,oct,-82.856,27.839,2,B
TB6,2018,oct,-82.856,27.839,2,C
TB6,2018,oct,-82.856,27.839,4,A
TB6,2018,oct,-82.856,27.839,4,B
TB6,2018,oct,-82.856,27.839,4,C
CW2,2018,oct,-82.896,28.016,2,A
CW2,2018,oct,-82.896,28.016,2,B
CW2,2018,oct,-82.896,28.016,2,C
CW2,2018,oct,-82.896,28.016,7,A
CW2,2018,oct,-82.896,28.016,7,B
CW2,2018,oct,-82.896,28.016,7,C
CW4,2018,oct,-83.079,28.012,2,A
CW4,2018,oct,-83.079,28.012,2,B
CW4,2018,oct,-83.079,28.012,2,C
MR,2020,aug,-80.380,25.010,1,A
MR,2020,aug,-80.380,25.010,1,B
MR,2020,aug,-80.380,25.010,1,C
MR,2020,aug,-80.380,25.010,30,A
MR,2020,aug,-80.380,25.010,30,B
MR,2020,aug,-80.380,25.010,30,C
12,2020,aug,-80.832,24.713,1,A
12,2020,aug,-80.832,24.713,1,B
12,2020,aug,-80.832,24.713,1,C
18,2020,aug,-81.180,24.580,1,A
18,2020,aug,-81.180,24.580,1,B
18,2020,aug,-81.180,24.580,1,C
LK,2020,aug,-81.413,24.538,1,A
LK,2020,aug,-81.413,24.538,1,B
LK,2020,aug,-81.413,24.538,1,C
LK,2020,aug,-81.413,24.538,35.5,A
LK,2020,aug,-81.413,24.538,35.5,B
LK,2020,aug,-81.413,24.538,35.5,C
LK,2020,aug,-81.413,24.538,----,A
WS,2020,aug,-81.717,24.478,1,B
WS,2020,aug,-81.717,24.478,1,C
WS,2020,aug,-81.717,24.478,1,A
WS,2020,aug,-81.717,24.478,21,B
WS,2020,aug,-81.717,24.478,21,C
WS,2020,aug,-81.717,24.478,21,A
KW1,2020,aug,-81.904,24.654,1,B
KW1,2020,aug,-81.904,24.654,1,C
KW1,2020,aug,-81.904,24.654,1,A
KW4,2020,aug,-82.041,25.014,1,B
KW4,2020,aug,-82.041,25.014,1,C
KW4,2020,aug,-82.041,25.014,1,A
30,2020,aug,-82.210,25.402,1,B
30,2020,aug,-82.210,25.402,1,C
30,2020,aug,-82.210,25.402,1,A
31,2020,aug,-81.943,25.742,1,B
31,2020,aug,-81.943,25.742,1,C
31,2020,aug,-81.943,25.742,1,A
33,2020,aug,-81.800,25.912,1,B
33,2020,aug,-81.800,25.912,1,C
33,2020,aug,-81.800,25.912,1,A
CAL6,2020,aug,-82.480,25.940,1,B
CAL6,2020,aug,-82.480,25.940,1,C
CAL6,2020,aug,-82.480,25.940,1,A
CAL5,2020,aug,-82.217,26.183,1,B
CAL5,2020,aug,-82.217,26.183,1,C
CAL5,2020,aug,-82.217,26.183,1,A
CAL3,2020,aug,-82.044,26.342,1,B
CAL3,2020,aug,-82.044,26.342,1,C
CAL3,2020,aug,-82.044,26.342,1,A
CAL3,2020,aug,-82.044,26.342,----,B
CAL1,2020,aug,-81.960,26.426,1,C
CAL1,2020,aug,-81.960,26.426,1,A
CAL1,2020,aug,-81.960,26.426,1,B
RP1,2020,aug,-82.220,26.545,1,C
RP1,2020,aug,-82.220,26.545,1,A
RP1,2020,aug,-82.220,26.545,1,B
RP3,2020,aug,-82.332,26.550,1,C
RP3,2020,aug,-82.332,26.550,1,A
RP3,2020,aug,-82.332,26.550,1,B
GP5,2020,aug,-82.696,26.596,1,C
GP5,2020,aug,-82.696,26.596,1,A
GP5,2020,aug,-82.696,26.596,1,B
EB1,2020,aug,-82.385,26.923,1,C
EB1,2020,aug,-82.385,26.923,1,A
EB1,2020,aug,-82.385,26.923,1,B
41,2020,aug,-81.575,25.733,1,C
41,2020,aug,-81.575,25.733,1,A
41,2020,aug,-81.575,25.733,1,B
45,2020,aug,-81.471,25.584,1,C
45,2020,aug,-81.471,25.584,1,A
45,2020,aug,-81.471,25.584,1,B
51,2020,aug,-81.308,25.453,1,C
51,2020,aug,-81.308,25.453,1,A
51,2020,aug,-81.308,25.453,1,B
54,2020,aug,-81.153,25.345,1,C
54,2020,aug,-81.153,25.345,1,A
54,2020,aug,-81.153,25.345,1,B
57,2020,aug,-81.265,25.352,1,C
57,2020,aug,-81.265,25.352,1,A
57,2020,aug,-81.265,25.352,1,B
60,2020,aug,-81.336,25.167,1,C
60,2020,aug,-81.336,25.167,1,A
60,2020,aug,-81.336,25.167,1,B
68,2020,aug,-81.167,24.930,1,C
68,2020,aug,-81.167,24.930,1,A
68,2020,aug,-81.167,24.930,1,B
68,2020,aug,-81.167,24.930,---,C
MR,2020,oct,-80.380,25.010,31.6,A
MR,2020,oct,-80.380,25.010,31.6,B
MR,2020,oct,-80.380,25.010,31.6,C
MR,2020,oct,-80.380,25.010,1,A
MR,2020,oct,-80.380,25.010,1,B
MR,2020,oct,-80.380,25.010,1,C
7,2020,oct,-80.757,24.821,1,A
7,2020,oct,-80.757,24.821,1,B
7,2020,oct,-80.757,24.821,1,C
12,2020,oct,-80.832,24.713,1,A
12,2020,oct,-80.832,24.713,1,B
12,2020,oct,-80.832,24.713,1,C
16,2020,oct,-81.205,24.675,1,A
16,2020,oct,-81.205,24.675,1,B
16,2020,oct,-81.205,24.675,1,C
LK,2020,oct,-81.413,24.538,1,A
LK,2020,oct,-81.413,24.538,1,B
LK,2020,oct,-81.413,24.538,1,C
LK,2020,oct,-81.413,24.538,31,A
LK,2020,oct,-81.413,24.538,31,B
LK,2020,oct,-81.413,24.538,31,C
WS,2020,oct,-81.717,24.478,1,A
WS,2020,oct,-81.717,24.478,1,B
WS,2020,oct,-81.717,24.478,1,C
WS,2020,oct,-81.717,24.478,21,A
WS,2020,oct,-81.717,24.478,21,B
WS,2020,oct,-81.717,24.478,21,C
22,2020,oct,-81.828,24.455,1,A
22,2020,oct,-81.828,24.455,1,B
22,2020,oct,-81.828,24.455,1,C
KW1,2020,oct,-81.904,24.654,1,A
KW1,2020,oct,-81.904,24.654,1,B
KW1,2020,oct,-81.904,24.654,1,C
KW4,2020,oct,-82.041,25.014,1,A
KW4,2020,oct,-82.041,25.014,1,B
KW4,2020,oct,-82.041,25.014,1,C
30,2020,oct,-82.210,25.402,1,A
30,2020,oct,-82.210,25.402,1,B
30,2020,oct,-82.210,25.402,1,C
31,2020,oct,-81.943,25.742,1,A
31,2020,oct,-81.943,25.742,1,B
31,2020,oct,-81.943,25.742,1,C
CAL1,2020,oct,-81.960,26.426,1,A
CAL1,2020,oct,-81.960,26.426,1,B
CAL1,2020,oct,-81.960,26.426,1,C
CAL3,2020,oct,-82.044,26.342,1,A
CAL3,2020,oct,-82.044,26.342,1,B
CAL3,2020,oct,-82.044,26.342,1,C
CAL5,2020,oct,-82.217,26.183,1,A
CAL5,2020,oct,-82.217,26.183,1,B
CAL5,2020,oct,-82.217,26.183,1,C
CAL6,2020,oct,-82.480,25.940,1,A
CAL6,2020,oct,-82.480,25.940,1,B
CAL6,2020,oct,-82.480,25.940,1,C
RP1,2020,oct,-82.220,26.545,1,A
RP1,2020,oct,-82.220,26.545,1,B
RP1,2020,oct,-82.220,26.545,1,C
RP3,2020,oct,-82.332,26.550,1,A
RP3,2020,oct,-82.332,26.550,1,B
RP3,2020,oct,-82.332,26.550,1,C
GP5,2020,oct,-82.696,26.596,1,A
GP5,2020,oct,-82.696,26.596,1,B
GP5,2020,oct,-82.696,26.596,1,C
BG4,2020,oct,-82.556,26.631,1,A
BG4,2020,oct,-82.556,26.631,1,B
BG4,2020,oct,-82.556,26.631,1,C
BG3,2020,oct,-82.417,26.668,1,A
BG3,2020,oct,-82.417,26.668,1,B
BG3,2020,oct,-82.417,26.668,1,C
BG2,2020,oct,-82.340,26.686,1,A
BG2,2020,oct,-82.340,26.686,1,B
BG2,2020,oct,-82.340,26.686,1,C
V5,2020,oct,-82.750,26.960,1,A
V5,2020,oct,-82.750,26.960,1,B
V5,2020,oct,-82.750,26.960,1,C
V2,2020,oct,-82.546,27.074,1,A
V2,2020,oct,-82.546,27.074,1,B
V2,2020,oct,-82.546,27.074,1,C
AMI2,2020,oct,-82.847,27.459,1,A
AMI2,2020,oct,-82.847,27.459,1,B
AMI2,2020,oct,-82.847,27.459,1,C
TB4,2020,oct,-83.133,27.619,1,A
TB4,2020,oct,-83.133,27.619,1,B
TB4,2020,oct,-83.133,27.619,1,C
54,2020,oct,-81.153,25.345,1,A
54,2020,oct,-81.153,25.345,1,B
54,2020,oct,-81.153,25.345,1,C
57,2020,oct,-81.265,25.352,1,A
57,2020,oct,-81.265,25.352,1,B
57,2020,oct,-81.265,25.352,1,C
7,2020,dec,-80.757,24.821,1,A
7,2020,dec,-80.757,24.821,1,B
7,2020,dec,-80.757,24.821,1,C
16,2020,dec,-81.205,24.675,1,A
16,2020,dec,-81.205,24.675,1,B
16,2020,dec,-81.205,24.675,1,C
68,2020,dec,-81.167,24.930,1,A
68,2020,dec,-81.167,24.930,1,B
68,2020,dec,-81.167,24.930,1,C
64,2020,dec,-81.157,25.167,1,A
64,2020,dec,-81.157,25.167,1,B
64,2020,dec,-81.157,25.167,1,C
54,2020,dec,-81.153,25.345,1,A
54,2020,dec,-81.153,25.345,1,B
54,2020,dec,-81.153,25.345,1,C
51,2020,dec,-81.308,25.453,1,A
51,2020,dec,-81.308,25.453,1,B
51,2020,dec,-81.308,25.453,1,C
41,2020,dec,-81.575,25.733,1,A
41,2020,dec,-81.575,25.733,1,B
41,2020,dec,-81.575,25.733,1,C
31,2020,dec,-81.943,25.742,1,A
31,2020,dec,-81.943,25.742,1,B
31,2020,dec,-81.943,25.742,1,C
33,2020,dec,-81.800,25.912,1,A
33,2020,dec,-81.800,25.912,1,B
33,2020,dec,-81.800,25.912,1,C
CAL5,2020,dec,-82.217,26.183,1,A
CAL5,2020,dec,-82.217,26.183,1,B
CAL5,2020,dec,-82.217,26.183,1,C
CAL1,2020,dec,-81.960,26.426,1,A
CAL1,2020,dec,-81.960,26.426,1,B
CAL1,2020,dec,-81.960,26.426,1,C
RP1,2020,dec,-82.220,26.545,1,A
RP1,2020,dec,-82.220,26.545,1,B
RP1,2020,dec,-82.220,26.545,1,C
RP3,2020,dec,-82.332,26.550,1,A
RP3,2020,dec,-82.332,26.550,1,B
RP3,2020,dec,-82.332,26.550,1,C
GP5,2020,dec,-82.696,26.596,1,A
GP5,2020,dec,-82.696,26.596,1,B
GP5,2020,dec,-82.696,26.596,1,C
BG2,2020,dec,-82.340,26.686,1,A
BG2,2020,dec,-82.340,26.686,1,B
BG2,2020,dec,-82.340,26.686,1,C
V2,2020,dec,-82.546,27.074,1,A
V2,2020,dec,-82.546,27.074,1,B
V2,2020,dec,-82.546,27.074,1,C
V5,2020,dec,-82.750,26.960,1,A
V5,2020,dec,-82.750,26.960,1,B
V5,2020,dec,-82.750,26.960,1,C
AMI9,2020,dec,-83.503,27.190,1,A
AMI9,2020,dec,-83.503,27.190,1,B
AMI9,2020,dec,-83.503,27.190,1,C
AMI5,2020,dec,-83.128,27.343,1,A
AMI5,2020,dec,-83.128,27.343,1,B
AMI5,2020,dec,-83.128,27.343,1,C
AMI2,2020,dec,-82.847,27.459,1,A
AMI2,2020,dec,-82.847,27.459,1,B
AMI2,2020,dec,-82.847,27.459,1,C
TB1,2020,dec,-82.882,27.801,1,A
TB1,2020,dec,-82.882,27.801,1,B
TB1,2020,dec,-82.882,27.801,1,C
TB4,2020,dec,-83.133,27.619,1,A
TB4,2020,dec,-83.133,27.619,1,B
TB4,2020,dec,-83.133,27.619,1,C
CAL6,2020,dec,-82.480,25.940,1,A
CAL6,2020,dec,-82.480,25.940,1,B
CAL6,2020,dec,-82.480,25.940,1,C
30,2020,dec,-82.210,25.402,1,A
30,2020,dec,-82.210,25.402,1,B
30,2020,dec,-82.210,25.402,1,C
KW4,2020,dec,-82.041,25.014,1,A
KW4,2020,dec,-82.041,25.014,1,B
KW4,2020,dec,-82.041,25.014,1,C
KW1,2020,dec,-81.904,24.654,1,A
KW1,2020,dec,-81.904,24.654,1,B
KW1,2020,dec,-81.904,24.654,1,C
WS,2020,dec,-81.717,24.478,1,A
WS,2020,dec,-81.717,24.478,1,B
WS,2020,dec,-81.717,24.478,1,C
WS,2020,dec,-81.717,24.478,11,A
WS,2020,dec,-81.717,24.478,11,B
WS,2020,dec,-81.717,24.478,11,C
LK,2020,dec,-81.413,24.538,1,A
LK,2020,dec,-81.413,24.538,1,B
LK,2020,dec,-81.413,24.538,1,C
LK,2020,dec,-81.413,24.538,31.7,A
LK,2020,dec,-81.413,24.538,31.7,B
LK,2020,dec,-81.413,24.538,31.7,C
12,2020,dec,-80.832,24.713,1,A
12,2020,dec,-80.832,24.713,1,B
12,2020,dec,-80.832,24.713,1,C
MR,2020,dec,-80.380,25.010,1,A
MR,2020,dec,-80.380,25.010,1,B
MR,2020,dec,-80.380,25.010,1,C
MR,2020,dec,-80.380,25.010,35.1,A
MR,2020,dec,-80.380,25.010,35.1,B
MR,2020,dec,-80.380,25.010,35.1,C
68,2021,feb,-81.167,24.930,1,A
68,2021,feb,-81.167,24.930,1,B
68,2021,feb,-81.167,24.930,1,C
65,2021,feb,-81.093,25.102,1,A
65,2021,feb,-81.093,25.102,1,B
65,2021,feb,-81.093,25.102,1,C
64,2021,feb,-81.157,25.167,1,A
64,2021,feb,-81.157,25.167,1,B
64,2021,feb,-81.157,25.167,1,C
60,2021,feb,-81.336,25.169,1,A
60,2021,feb,-81.336,25.169,1,B
60,2021,feb,-81.336,25.169,1,C
58,2021,feb,-81.653,25.167,1,A
58,2021,feb,-81.653,25.167,1,B
58,2021,feb,-81.653,25.167,1,C
57.3,2021,feb,-81.654,25.352,1,A
57.3,2021,feb,-81.654,25.352,1,B
57.3,2021,feb,-81.654,25.352,1,C
57.2,2021,feb,-81.491,25.352,1,A
57.2,2021,feb,-81.491,25.352,1,B
57.2,2021,feb,-81.491,25.352,1,C
57,2021,feb,-81.265,25.352,1,A
57,2021,feb,-81.265,25.352,1,B
57,2021,feb,-81.265,25.352,1,C
54,2021,feb,-81.153,25.345,1,A
54,2021,feb,-81.153,25.345,1,B
54,2021,feb,-81.153,25.345,1,C
51,2021,feb,-81.308,25.453,1,A
51,2021,feb,-81.308,25.453,1,B
51,2021,feb,-81.308,25.453,1,C
49,2021,feb,-81.292,25.583,1,A
49,2021,feb,-81.292,25.583,1,B
49,2021,feb,-81.292,25.583,1,C
45,2021,feb,-81.471,25.584,1,A
45,2021,feb,-81.471,25.584,1,B
45,2021,feb,-81.471,25.584,1,C
41,2021,feb,-81.575,25.733,1,A
41,2021,feb,-81.575,25.733,1,B
41,2021,feb,-81.575,25.733,1,C
31,2021,feb,-81.943,25.742,1,A
31,2021,feb,-81.943,25.742,1,B
31,2021,feb,-81.943,25.742,1,C
33,2021,feb,-81.800,25.912,1,A
33,2021,feb,-81.800,25.912,1,B
33,2021,feb,-81.800,25.912,1,C
CAL5,2021,feb,-82.217,26.183,1,A
CAL5,2021,feb,-82.217,26.183,1,B
CAL5,2021,feb,-82.217,26.183,1,C
CAL3,2021,feb,-82.044,26.342,1,A
CAL3,2021,feb,-82.044,26.342,1,B
CAL3,2021,feb,-82.044,26.342,1,C
CAL1,2021,feb,-81.960,26.426,1,A
CAL1,2021,feb,-81.960,26.426,1,B
CAL1,2021,feb,-81.960,26.426,1,C
RP1,2021,feb,-82.220,26.545,1,A
RP1,2021,feb,-82.220,26.545,1,B
RP1,2021,feb,-82.220,26.545,1,C
RP3,2021,feb,-82.332,26.550,1,A
RP3,2021,feb,-82.332,26.550,1,B
RP3,2021,feb,-82.332,26.550,1,C
GP5,2021,feb,-82.696,26.596,1,A
GP5,2021,feb,-82.696,26.596,1,B
GP5,2021,feb,-82.696,26.596,1,C
BG2,2021,feb,-82.340,26.686,1,A
BG2,2021,feb,-82.340,26.686,1,B
BG2,2021,feb,-82.340,26.686,1,C
V2,2021,feb,-82.546,27.074,1,A
V2,2021,feb,-82.546,27.074,1,B
V2,2021,feb,-82.546,27.074,1,C
V5,2021,feb,-82.750,26.960,1,A
V5,2021,feb,-82.750,26.960,1,B
V5,2021,feb,-82.750,26.960,1,C
V9,2021,feb,-83.105,26.729,1,A
V9,2021,feb,-83.105,26.729,1,B
